District,Month_Number,Month_Name,Crop_Name,Reason_1,Reason_2,Reason_3,Reason_4,Reason_5
Polonnaruwa,2,February,Brinjal,Seasonal rainfall pattern aligns perfectly with the vegetative growth stage,Historical data shows reduced pest prevalence during this time of year,Optimal soil temperature range for rapid seed germination,Lower relative humidity reduces the risk of fungal leaf diseases,Soil moisture retention levels are ideal during this specific month
Polonnaruwa,2,February,Cowpea,Timing aligns with traditional Maha/Yala seasonal planting schedules,Historical data shows reduced pest prevalence during this time of year,Optimal soil temperature range for rapid seed germination,Seasonal rainfall pattern aligns perfectly with the vegetative growth stage,Soil moisture retention levels are ideal during this specific month
Polonnaruwa,2,February,Tomato,Seasonal rainfall pattern aligns perfectly with the vegetative growth stage,Timing aligns with traditional Maha/Yala seasonal planting schedules,Historical data shows reduced pest prevalence during this time of year,Lower relative humidity reduces the risk of fungal leaf diseases,Sufficient daily sunlight hours promote maximum photosynthesis
Polonnaruwa,2,February,Chili,Seasonal rainfall pattern aligns perfectly with the vegetative growth stage,Lower relative humidity reduces the risk of fungal leaf diseases,Favorable day-night temperature variation enhances crop yield,Optimal soil temperature range for rapid seed germination,Sufficient daily sunlight hours promote maximum photosynthesis
Polonnaruwa,2,February,Sweet Potato,Lower relative humidity reduces the risk of fungal leaf diseases,Timing aligns with traditional Maha/Yala seasonal planting schedules,Historical data shows reduced pest prevalence during this time of year,Favorable soil aeration conditions support deep root development,Soil moisture retention levels are ideal during this specific month
Polonnaruwa,2,February,Green Gram,Soil moisture retention levels are ideal during this specific month,Favorable soil aeration conditions support deep root development,Favorable day-night temperature variation enhances crop yield,Timing aligns with traditional Maha/Yala seasonal planting schedules,Sufficient daily sunlight hours promote maximum photosynthesis
Polonnaruwa,2,February,Pumpkin,Timing aligns with traditional Maha/Yala seasonal planting schedules,Historical data shows reduced pest prevalence during this time of year,Lower relative humidity reduces the risk of fungal leaf diseases,Optimal soil temperature range for rapid seed germination,Favorable day-night temperature variation enhances crop yield
Polonnaruwa,2,February,Sesame,Soil moisture retention levels are ideal during this specific month,"Harvesting aligns with local market demand peaks, ensuring better profit",Lower relative humidity reduces the risk of fungal leaf diseases,Historical data shows reduced pest prevalence during this time of year,Timing aligns with traditional Maha/Yala seasonal planting schedules
Polonnaruwa,3,March,Sesame,Favorable day-night temperature variation enhances crop yield,Historical data shows reduced pest prevalence during this time of year,Favorable soil aeration conditions support deep root development,Lower relative humidity reduces the risk of fungal leaf diseases,Timing aligns with traditional Maha/Yala seasonal planting schedules
Polonnaruwa,3,March,Sweet Potato,Favorable soil aeration conditions support deep root development,Historical data shows reduced pest prevalence during this time of year,Favorable day-night temperature variation enhances crop yield,Optimal soil temperature range for rapid seed germination,Soil moisture retention levels are ideal during this specific month
Polonnaruwa,3,March,Groundnut,Soil moisture retention levels are ideal during this specific month,Seasonal rainfall pattern aligns perfectly with the vegetative growth stage,Historical data shows reduced pest prevalence during this time of year,"Harvesting aligns with local market demand peaks, ensuring better profit",Favorable soil aeration conditions support deep root development
Polonnaruwa,3,March,Red Onion,Lower relative humidity reduces the risk of fungal leaf diseases,Sufficient daily sunlight hours promote maximum photosynthesis,Optimal soil temperature range for rapid seed germination,Timing aligns with traditional Maha/Yala seasonal planting schedules,Historical data shows reduced pest prevalence during this time of year
Polonnaruwa,3,March,Okra,Soil moisture retention levels are ideal during this specific month,Sufficient daily sunlight hours promote maximum photosynthesis,Favorable soil aeration conditions support deep root development,Timing aligns with traditional Maha/Yala seasonal planting schedules,Optimal soil temperature range for rapid seed germination
Polonnaruwa,3,March,Brinjal,Favorable soil aeration conditions support deep root development,Historical data shows reduced pest prevalence during this time of year,Lower relative humidity reduces the risk of fungal leaf diseases,Optimal soil temperature range for rapid seed germination,Favorable day-night temperature variation enhances crop yield
Polonnaruwa,3,March,Green Gram,Seasonal rainfall pattern aligns perfectly with the vegetative growth stage,Favorable day-night temperature variation enhances crop yield,Historical data shows reduced pest prevalence during this time of year,Favorable soil aeration conditions support deep root development,Optimal soil temperature range for rapid seed germination
Polonnaruwa,3,March,Maize,Soil moisture retention levels are ideal during this specific month,Timing aligns with traditional Maha/Yala seasonal planting schedules,"Harvesting aligns with local market demand peaks, ensuring better profit",Sufficient daily sunlight hours promote maximum photosynthesis,Seasonal rainfall pattern aligns perfectly with the vegetative growth stage
Polonnaruwa,4,April,Chili,Favorable day-night temperature variation enhances crop yield,Lower relative humidity reduces the risk of fungal leaf diseases,Optimal soil temperature range for rapid seed germination,Timing aligns with traditional Maha/Yala seasonal planting schedules,Soil moisture retention levels are ideal during this specific month
Polonnaruwa,4,April,Sweet Potato,Soil moisture retention levels are ideal during this specific month,Favorable soil aeration conditions support deep root development,Timing aligns with traditional Maha/Yala seasonal planting schedules,Seasonal rainfall pattern aligns perfectly with the vegetative growth stage,"Harvesting aligns with local market demand peaks, ensuring better profit"
Polonnaruwa,4,April,Green Gram,Lower relative humidity reduces the risk of fungal leaf diseases,Optimal soil temperature range for rapid seed germination,Favorable soil aeration conditions support deep root development,Timing aligns with traditional Maha/Yala seasonal planting schedules,Soil moisture retention levels are ideal during this specific month
